,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
3000,54672.67986210345,60503.06534803693,-16580.121705546582,-6283.410642553645,35710.30923251024,47024.40464787539,24114.58183700822,29787.2310623206,-97982.60456116254,-106323.35917036048,-24112.10079337368,25020.878019437558,-187500.02235174447,64365.938528292005,14611.983551023432,22718.178953907365
3001,54663.76151606578,60489.274321708006,-16585.106144560115,-6282.583628008799,35718.802895403256,47037.100438726,24132.61969478365,29796.32822231391,-98029.20794835186,-106350.71770557376,-24120.5944562667,24986.52338820975,-187500.02235174447,64336.389522122096,14569.06820166924,22715.764965506198
3002,54657.19010319592,60481.16063847073,-16594.113897575608,-6290.160869379148,35711.91855811102,47038.06156373758,24124.48365980192,29810.70039399867,-97984.61621816352,-106320.4981470702,-24138.118223919657,25027.404728818507,-187500.02235174447,64365.0444585138,14612.27412370135,22717.17312540688
3003,54658.08417297414,60482.568798371416,-16596.170258065493,-6289.378558323212,35706.08475280819,47038.68741258233,24120.16977312205,29808.04053640849,-98026.16811110594,-106344.14629270392,-24137.894706475105,24995.777010414247,-187500.02235174447,64344.81612978174,14568.442352824492,22715.519096317184
3004,54654.88787351702,60477.56200761343,-16611.01181638382,-6299.861526472751,35688.42687468849,47021.7000867963,24106.91518866005,29791.90257691176,-97987.94662808736,-106318.82176623604,-24143.884973989127,25023.09084213863,-187500.02235174447,64365.71501084745,14591.911684502566,22709.662939269896
3005,54660.31934741967,60482.65820534924,-16609.71541520541,-6297.671055516131,35690.43853168947,47018.7496565282,24097.996842622382,29786.22523382011,-98020.6919337144,-106340.25708916868,-24143.05795944428,24994.860588891577,-187500.02235174447,64346.00077223787,14541.240279822385,22692.742668717223
3006,54664.700289332905,60486.882685051285,-16608.66488321601,-6292.038415913394,35684.91765080901,47010.43480759082,24098.421525767037,29781.821940162416,-97992.55108744516,-106321.88395522644,-24140.06282568727,25019.313397325684,-187500.02235174447,64361.24466195639,14570.878692970122,22693.2567588397
3007,54667.15898122299,60494.661092121736,-16601.445269756947,-6290.540849034888,35692.986630557374,47016.02274370465,24084.831665138205,29773.372980758308,-98010.92422138742,-106332.3892751204,-24132.73145350593,25005.768240185767,-187500.02235174447,64347.83361528321,14532.97013437392,22692.96618616178
3008,54663.381536410045,60488.156734485245,-16599.701833689433,-6280.884895430195,35712.142075555574,47024.53875834212,24115.29709283079,29783.76654193003,-97997.64728518097,-106321.63808603742,-24131.83738372772,25024.364891572583,-187500.02235174447,64358.11541773265,14570.476361569925,22706.19841887932
3009,54658.687670074425,60491.53184789799,-16592.571627208188,-6281.130764619204,35722.93796812749,47035.8040375476,24119.3427585772,29781.46431225113,-98008.82315740862,-106329.68471404132,-24132.373825594645,25014.977158901354,-187500.02235174447,64346.67132457154,14556.886500941098,22707.87479971347
3010,54661.92867302045,60494.28111246599,-16591.25287428533,-6263.294072543868,35731.588093231694,47051.07027901057,24122.80727896777,29801.536178772,-98006.27505854072,-106329.1929756633,-24130.58568603822,25021.03448164874,-187500.02235174447,64359.12124623314,14585.183809421518,22724.12451793248
3011,54659.82760904165,60502.61831314783,-16588.101278317128,-6262.891741143673,35733.35388104366,47064.77189836167,24118.62750275463,29814.76841148954,-97997.3343607586,-106324.18618490532,-24126.562372036264,25029.66225500849,-187500.02235174447,64368.57603413773,14581.249902397383,22734.02634072618
3012,54654.351431650095,60496.11395551133,-16595.432650498467,-6259.695441686564,35742.004006147865,47067.92349432987,24144.24260190041,29822.345652859887,-98010.29837254267,-106329.26003089668,-24129.75867149337,25024.409595061494,-187500.02235174447,64370.699449860986,14597.097289216195,22746.02922749868
3013,54643.01909721125,60492.62708337631,-16600.797069167744,-6284.170601865126,35744.77562246032,47065.73302337325,24124.72952899093,29806.162989874243,-97992.90871535645,-106316.47483306823,-24135.21249714047,25035.85368822261,-187500.02235174447,64375.41566794106,14595.17503919304,22736.50738436072
3014,54632.133797661525,60482.05470824894,-16616.979732153384,-6293.670093258631,35751.861125452655,47058.62516863646,24117.17463936504,29793.9812891461,-97992.90871535645,-106316.47483306823,-24135.21249714047,25035.85368822261,-187500.02235174447,64375.41566794106,14595.17503919304,22736.50738436072
3015,54624.31068710217,60481.69708033766,-16618.745519965356,-6310.590363811299,35754.655093509566,47062.87200008297,24103.696537458487,29783.14069308528,-97999.39072124848,-106317.41360633537,-24150.94812523701,25027.114156140586,-187500.02235174447,64369.35834519367,14571.683355770512,22707.1595438909
3016,54623.41661732395,60475.28212967898,-16617.829098442686,-6303.996599196983,35761.226506379426,47055.42886917936,24106.982243893417,29800.19507410468,-98038.43921881192,-106342.2016909363,-24147.595363568707,24995.53114122524,-187500.02235174447,64354.42737989753,14551.678544483011,22717.083718429058
3017,54625.92001270295,60482.61350186032,-16610.34126405016,-6313.741959779497,35760.42184357904,47041.436677150334,24098.33211878921,29785.107646597346,-97998.13902355898,-106316.47483306823,-24147.48360484643,25027.47178405187,-187500.02235174447,64373.47106617345,14561.423905065529,22711.92046545988
3018,54627.95402144838,60482.50174313805,-16610.5200780058,-6304.331875363812,35766.72503551543,47037.07808698155,24107.026947382325,29794.56243450194,-98041.43435256892,-106342.29109791412,-24141.11335767667,24997.56514997067,-187500.02235174447,64355.07558048673,14542.089646111686,22715.295578872632
3019,54630.61387903856,60488.53671414098,-16607.368482037604,-6321.498015105488,35755.303294098776,47024.6505170644,24093.10181058667,29774.065884836426,-97993.55691594564,-106313.16677488886,-24144.1978984115,25033.976141688367,-187500.02235174447,64380.422458699046,14568.084724913208,22713.01570093819
3020,54626.389399336505,60481.384155915286,-16610.855354172632,-6324.068465717848,35759.12544240063,47016.71564778277,24096.05224085477,29783.52067274102,-98045.7929427377,-106345.57680434904,-24142.476814088444,24993.385373757526,-187500.02235174447,64351.54400486279,14539.07216061022,22713.68625327185
3021,54620.42148356694,60477.89728378026,-16615.079833874683,-6343.201558971591,35746.00496840537,47005.47272032174,24096.20870306596,29776.99396336007,-97999.83775613758,-106318.97822844725,-24155.30671540579,25023.202600860903,-187500.02235174447,64365.75971433637,14564.463742311447,22702.48802929974
3022,54616.35346607608,60474.34335641186,-16615.213944341416,-6335.646669345698,35751.01175916335,47010.01012444617,24106.53520900431,29779.4303035057,-98060.81331501166,-106359.23372021124,-24153.11624444917,24975.86160610457,-187500.02235174447,64333.39438836508,14524.454119736449,22693.614386750985
3023,54613.80536720817,60474.52217036751,-16611.5706099952,-6344.5873671278205,35745.64734049408,47011.84296749151,24092.40890650856,29777.150425571257,-98010.1866138204,-106329.05886519658,-24160.62643058615,25013.144315856018,-187500.02235174447,64356.26022294286,14564.12846614462,22689.27814832665
3024,54621.53907078971,60475.37153665681,-16594.918560375998,-6333.6126606002645,35773.810538507765,47024.71757229776,24123.61194176817,29787.119303598323,-98062.04266095672,-106359.52429288915,-24145.047264700803,24976.979193327334,-187500.02235174447,64331.71800753093,14538.960401887942,22693.68144198435
3025,54632.15614940598,60484.6251588613,-16587.251912027827,-6335.244337945502,35783.42178862355,47019.08493269503,24120.50504928888,29784.437094263685,-98012.10886384356,-106326.93544947333,-24136.97828495244,25019.223990347866,-187500.02235174447,64359.7917985668,14599.153649706084,22703.829133967058
3026,54645.61189956807,60500.74076661358,-16573.773810121278,-6320.067503460348,35794.441198640016,47027.22096767676,24134.96662795146,29799.055135137456,-98058.98047196632,-106355.81390330958,-24120.862677200163,24981.740114896314,-187500.02235174447,64334.1319959321,14569.716402258446,22708.2100758803
3027,54654.61965258356,60510.9331620852,-16570.957490319906,-6311.663247545153,35777.90090774309,47027.77976128814,24127.45644181448,29795.501207769063,-98015.4839772563,-106329.50590008569,-24115.18533410851,25018.061699636182,-187500.02235174447,64364.15038873559,14619.471385415958,22719.5647620636
3028,54657.86065552959,60512.85541210836,-16567.336507718148,-6304.197764897081,35781.85716651168,47034.68645032483,24140.73337802093,29801.89380668328,-98051.6938032739,-106351.67883058534,-24104.881179914617,24988.915024866463,-187500.02235174447,64351.43224614052,14580.31112913026,22729.712454046305
3029,54647.53414959123,60501.299560224965,-16584.726164904376,-6314.233698157514,35769.72016927245,47021.655383307385,24128.037587170315,29787.90161465426,-98022.30125931517,-106331.338743131,-24116.839363198207,25016.56413275768,-187500.02235174447,64369.55951089377,14615.13514699163,22725.219753410787
3030,54633.40784709548,60493.34233919887,-16599.67948194498,-6328.5611663533655,35773.89994548559,47020.80601701808,24126.96470343646,29787.32046929842,-98056.27591088724,-106354.0034120087,-24135.16779365156,24992.13367606803,-187500.02235174447,64351.49930137388,14568.55411154677,22712.30044511562
