,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
750,59549.49522608462,54797.5814101197,22214.34828214029,-187500.02235174447,5694.062196500564,8131.072894462693,9882.019148113626,825.82990239023,-109804.5092588078,-115472.66578348468,-187500.02235174447,271.6407503653467,-187500.02235174447,-135137.32822386365,-15634.821729042736,-11514.165879984605
751,59614.11411930491,54890.76583275388,22211.66607280565,-187500.02235174447,5681.098184716486,8106.150699395025,9877.839371900483,805.6239254026325,-109815.64042754656,-115484.28869060145,-187500.02235174447,278.01099753510925,-187500.02235174447,-135153.57794208266,-15626.082196960711,-11523.128929511182
752,59563.24154892464,54804.17517473402,22222.886648522217,-187500.02235174447,5693.011664511164,8118.89119373455,9880.47687774621,818.9679168424508,-109805.8727152196,-115474.78919920794,-187500.02235174447,274.18884923325174,-187500.02235174447,-135138.6469767865,-15635.33581916521,-11520.93845855456
753,59627.23459330018,54895.54910606732,22216.292883907903,-187500.02235174447,5683.422766139837,8121.685161791463,9883.516714992133,814.7434371403978,-109832.73951205488,-115502.50536233252,-187500.02235174447,281.1625935033076,-187500.02235174447,-135169.3582736681,-15625.456348115964,-11520.714941110007
754,59574.082144985456,54823.84470985469,22222.193744444103,-187500.02235174447,5692.676388344335,8132.123426452092,9874.374851509912,826.3216407682468,-109795.85913370362,-115462.36162929078,-187500.02235174447,277.96629404619864,-187500.02235174447,-135124.0289359127,-15636.229888943422,-11517.295124208347
755,59624.86530838792,54899.97475146947,22222.5960758443,-187500.02235174447,5677.298388159084,8116.767778011296,9881.125078335415,806.7415126253978,-109831.75603529884,-115499.55493206442,-187500.02235174447,296.7864628775672,-187500.02235174447,-135168.28538993423,-15619.264914901843,-11508.4661851485
756,59580.47474389968,54834.75236114888,22218.796279286897,-187500.02235174447,5684.875629529432,8127.250746160835,9867.75873515114,815.056361562772,-109794.42862205848,-115466.60846073728,-187500.02235174447,274.0994422554305,-187500.02235174447,-135122.62077601205,-15634.955839509468,-11518.725635853489
757,59625.71467467722,54889.53648680884,22214.90707575167,-187500.02235174447,5679.26534167115,8111.850394231128,9877.81702015603,802.897012579085,-109845.83763430567,-115519.80561254092,-187500.02235174447,278.70390161322376,-187500.02235174447,-135180.02005577326,-15625.635162071609,-11518.032731775373
758,59592.07529927198,54849.1468845781,22213.36480538425,-187500.02235174447,5687.244914441695,8121.014609457805,9879.091069589982,820.4878354654116,-109796.48498254835,-115470.4529607836,-187500.02235174447,271.5513433875255,-187500.02235174447,-135118.08337188762,-15631.200746440978,-11525.699380123542
759,59629.08978808997,54887.86010597469,22226.73114856853,-187500.02235174447,5690.485917387715,8124.345019381645,9896.346616309478,818.9008616090848,-109844.49652963836,-115519.0680049739,-187500.02235174447,287.84576509544434,-187500.02235174447,-135177.7178260944,-15613.85579274366,-11508.577943870778
760,59610.38137798088,54870.582207510735,22221.67965432163,-187500.02235174447,5685.166202207352,8126.870766505095,9878.353462022957,820.0184488318503,-109785.89025567654,-115458.62888796674,-187500.02235174447,280.9837795476651,-187500.02235174447,-135110.68494447292,-15625.94808649398,-11516.557516641322
761,59628.553346223045,54884.21677162848,22225.81472704586,-187500.02235174447,5685.456774885271,8121.46164434691,9887.249456316167,814.3858092291129,-109843.91538428252,-115518.24099042904,-187500.02235174447,287.62224765089127,-187500.02235174447,-135178.83541331714,-15617.432071856509,-11505.873382791684
762,59620.03733158557,54888.01656818588,22215.175296685135,-187500.02235174447,5682.796917295089,8119.651153046031,9876.162991066336,816.4198179745458,-109792.6181307576,-115465.08854211432,-187500.02235174447,275.82052657848914,-187500.02235174447,-135118.37394456554,-15626.462176616453,-11523.553612655833
763,59622.33956126447,54879.81347797078,22226.954666013084,-187500.02235174447,5691.737615077212,8125.261440904313,9896.771299454129,821.9406988550066,-109845.61411686112,-115516.22933342808,-187500.02235174447,294.43952970975994,-187500.02235174447,-135182.47874766335,-15616.113318933643,-11502.878249034671
764,59633.44837825876,54909.09426320723,22213.990654229005,-187500.02235174447,5685.166202207352,8129.5529758397315,9886.735366193696,827.3945245021015,-109787.3654708106,-115458.22655656656,-187500.02235174447,296.0041518216314,-187500.02235174447,-135119.11155213256,-15618.639066057094,-11511.818946816797
765,59618.58446819597,54872.683271489535,22227.513459624464,-187500.02235174447,5698.532545391625,8130.089417706659,9910.428215316322,835.4635042504674,-109838.14863421304,-115514.8211735274,-187500.02235174447,296.56294543301414,-187500.02235174447,-135180.69060810693,-15619.443728857486,-11494.496344863934
766,59639.63981147287,54921.8124058023,22217.142250197205,-187500.02235174447,5683.825097540033,8123.249783903335,9885.662482459842,823.9300041115289,-109796.2167616149,-115476.1973591086,-187500.02235174447,278.4356806797601,-187500.02235174447,-135132.23202612784,-15624.316409148743,-11516.646923619142
767,59613.80119488254,54870.24693134391,22233.83900330532,-187500.02235174447,5695.515059890158,8133.933917752972,9896.257209331658,828.9144431250625,-109839.5791458582,-115518.8668392738,-187500.02235174447,294.6183436654024,-187500.02235174447,-135186.30089596522,-15622.304752147766,-11498.050272232327
768,59650.32394532251,54938.84443507725,22217.18695368612,-187500.02235174447,5680.293521916095,8119.673504790486,9880.14160157938,813.961126084462,-109798.87661920508,-115477.51611203147,-187500.02235174447,298.1052158004303,-187500.02235174447,-135144.88311348954,-15622.483566103409,-11508.399129915137
769,59612.28127625958,54864.211960340974,22228.22871544704,-187500.02235174447,5690.93295227682,8124.836757759662,9883.96374988124,820.7113529099647,-109832.15836669903,-115512.3177781484,-187500.02235174447,291.28793374156163,-187500.02235174447,-135183.55163139722,-15633.458272630964,-11502.922952523584
