,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
5750,60150.33246878773,53889.49708813395,18216.336454908425,-187500.02235174447,16739.78021619084,21186.99505174101,26747.43851988775,6518.662752945752,-137898.70743736118,-158925.48518484656,-187500.02235174447,-4694.179260036857,-187500.02235174447,-182680.40510182444,3650.464552696294,-11.600555372304363
5751,60160.39075379262,53898.37073068271,18222.907867778285,-187500.02235174447,16749.860852940186,21189.23022618654,26776.719305124203,6526.195290827191,-137904.4071321973,-158940.72907456508,-187500.02235174447,-4693.195783280824,-187500.02235174447,-182697.2136136548,3674.649140196937,-3.799796557402201
5752,60148.61138446467,53892.6710358466,18214.23539092963,-187500.02235174447,16741.07661736925,21179.551920837395,26751.752406567623,6516.874613389327,-137891.82310006896,-158924.79228076845,-187500.02235174447,-4692.7487483917175,-187500.02235174447,-182677.58878202303,3661.7074801573135,-11.242927461019452
5753,60162.42476253805,53898.19191672706,18218.817498542965,-187500.02235174447,16754.21944310897,21192.62769134375,26770.19259574325,6531.917337407749,-137908.2516322436,-158951.2120427146,-187500.02235174447,-4694.536887948142,-187500.02235174447,-182705.68492480335,3665.261407525708,-9.05245650439936
5754,60158.89318691412,53903.37752144069,18210.525001350048,-187500.02235174447,16753.21361460848,21191.308938420887,26762.01185727261,6528.139892594802,-137877.38387315083,-158919.27139988798,-187500.02235174447,-4685.707948888296,-187500.02235174447,-182668.69278772984,3674.4479744968394,-2.190470956620092
5755,60157.10504735769,53891.017006756905,18208.46864086016,-187500.02235174447,16749.83850119573,21183.731697050534,26758.413226415305,6519.556822723964,-137896.8522425714,-158940.88553677627,-187500.02235174447,-4695.520364704176,-187500.02235174447,-182695.53723282067,3667.071898826587,-12.695790850614411
5756,60153.37230603365,53893.63216085818,18202.992463468607,-187500.02235174447,16747.156291861094,21188.98435699753,26749.47252863318,6535.113636864858,-137877.47328012864,-158922.17712666717,-187500.02235174447,-4687.563143678087,-187500.02235174447,-182670.2127063528,3668.077727327076,-5.811453558379836
5757,60155.42866652354,53880.69050081856,18207.26164665957,-187500.02235174447,16746.195166849517,21187.687955819125,26756.44627290324,6529.346886795389,-137898.70743736118,-158943.277173433,-187500.02235174447,-4688.032530311648,-187500.02235174447,-182700.70048578983,3664.8367243810567,-4.5597558688826405
5758,60157.46267526897,53896.51553589291,18198.23154189963,-187500.02235174447,16736.829785922742,21178.76960978146,26740.084795961957,6517.031075600515,-137875.01458823856,-158925.19461216865,-187500.02235174447,-4693.843983870028,-187500.02235174447,-182676.44884305584,3663.0709365690873,-12.762846083980332
5759,60154.69105895652,53881.47281187449,18204.288864647016,-187500.02235174447,16743.49060577042,21182.97173773905,26753.58524961296,6518.57334596793,-137898.8415478279,-158941.511385621,-187500.02235174447,-4693.016969325182,-187500.02235174447,-182697.124206677,3654.241997509241,-14.260412962485908
