,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
5750,55676.988443969305,75834.52920133225,-2104.662609656168,15846.224528101033,59751.89027212743,53941.80017015937,46742.59385378288,18366.137846247893,-155285.7494694888,-183239.66809984067,61707.287932311054,16434.880070075997,187500.0,87809.2751275629,39808.94861327989,51847.19584550808
5751,55650.211054111845,75832.71871003136,-2108.328295746838,15817.100205075769,59745.6541354244,53914.75455936844,46722.90196691775,18357.26420369914,-155445.2515179219,-183534.68877490627,61773.11381973193,16420.217325713318,187500.0,87829.63756676168,39793.92824100593,52104.84440384441
5752,55644.48900753129,75837.72550078935,-2125.114455832774,15848.459702546565,59762.01561236568,53948.93037664061,46741.02923167101,17752.202481293974,-155769.28475729047,-184155.486125408,61699.57658047397,16448.15700628245,187500.0,87562.57892400968,39815.52002614975,51836.91404305864
5753,55648.62408025552,75831.62347455305,-2107.0318945684307,15829.527774992916,59752.73963841673,53910.93241106658,46729.942766421176,17828.15370895311,-155959.07341946047,-184505.4026848558,61773.80672381005,16426.811090327632,187500.0,87585.44475858746,39804.65707834448,52107.12428177885
5754,55639.0351818842,75841.94998049141,-2146.66153748769,15847.208004857064,59757.96994661927,53942.49307423748,46739.509313048045,17165.78211376454,-156267.52749294371,-185096.8298431432,61714.41813879229,16443.709009135844,187500.0,87345.67759581537,39813.664831359965,51841.02676403842
5755,55656.82717047062,75835.95971297738,-2104.215574767062,15837.239126829998,59753.03021109465,53927.40564673015,46735.75421997956,17307.916856755837,-156470.21311166443,-185485.034940843,61787.84361932798,16429.314485706625,187500.0,87352.11489821851,39805.41703765596,52093.19914498319
5756,55632.82139692562,75841.3017799022,-2151.265996845484,15837.730865208016,59765.03309786715,53939.453236991554,46749.18761839719,16624.020531656806,-156738.32228640583,-186019.398095536,61718.93319117227,16434.991828798276,187500.0,87194.06571317503,39811.87669180354,51854.39310722269
5757,55665.63375778601,75833.76924202076,-2083.808432079367,15841.016571642946,59750.66092618238,53935.698143923066,46750.17109515323,16821.922877064095,-156937.05164635798,-186434.3135278599,61783.21680822573,16421.334912936083,187500.0,87196.70321902075,39805.752313822784,52088.03589201402
5758,55632.12849284751,75838.66427405647,-2139.978365895553,15831.986466883,59764.25078681121,53938.40270500216,46763.20216217067,16146.52021485808,-157152.2542419737,-186897.0169898292,61729.79613897755,16431.25908747424,187500.0,87110.91722380128,39810.46853190286,51892.860459430274
5759,55675.42382185743,75834.08216644313,-2077.7511093319786,15847.587984512806,59746.79407439162,53951.277309808414,46757.25659814556,16352.782112691655,-157366.67452653343,-187358.3793471312,61777.53946513408,16424.128880992994,187500.0,87077.18844141823,39798.66681083045,52052.9883567081
5760,55620.572640964114,75839.15601243448,-2155.9822149255533,15826.152661580163,59763.17790307736,53933.95470785555,46762.44220285919,15715.288009081843,-157551.8810810901,-187500.02235174447,61735.65229602484,16441.049151545663,187500.0,87050.3439963274,39795.17993869542,51910.07130266087
5761,55664.58322579661,75836.20558216638,-2097.219478752551,15852.885347948712,59746.16822554687,53963.77193495893,46762.08457494791,15900.069880493866,-157810.9154475827,-187500.02235174447,61762.49674111566,16437.24935498826,187500.0,86955.39378588126,39791.93893574941,52011.68233295469
5762,55613.28597227168,75844.40867238148,-2167.292197619938,15817.211963798043,59763.42377226637,53939.31912652482,46766.554923838965,15339.4210743214,-157976.2960048075,-187500.02235174447,61733.35006634594,16434.72360786481,187500.0,86974.63863785728,39781.70183678888,51945.163541455695
5763,55662.14688565098,75832.47284084235,-2100.169909020652,15856.148702639188,59756.51708322967,53975.73011824252,46778.91543852275,15493.156372685002,-158236.98440038972,-187500.02235174447,61730.60080177794,16440.557413167648,187500.0,86874.79339537543,39782.66296180045,51964.90013180973
5764,55614.11298681653,75841.01120722428,-2168.47684007607,15825.32564703532,59765.61424322298,53956.61937673323,46781.75411006858,15032.64338167231,-158363.56232924014,-187500.02235174447,61716.42979579327,16443.77606436921,187500.0,86954.2761986585,39782.35003737808,51981.798050617945
5765,55653.31794659114,75837.79255602272,-2114.877356872244,15867.9951272005,59747.934013358834,53996.71840628605,46793.51112765207,15102.47023135069,-158645.75310298838,-187500.02235174447,61699.956560129714,16457.075352320117,187500.0,86822.75853428346,39787.13331069152,51942.57073909888
5766,55612.30249551565,75851.49417537382,-2162.4642208175924,15828.767815681436,59762.3061850436,53961.29089132439,46786.91736303776,14753.805369592354,-158763.36798231222,-187500.02235174447,61702.2140863197,16448.44757896037,187500.0,86942.54153281946,39778.08085418712,52023.93108891619
5767,55678.46365910336,75853.01409399678,-2087.764690847956,15881.584987829328,59747.5540337031,54007.0449122244,46799.903726566285,14781.365070505748,-159041.98247694765,-187500.02235174447,61686.05377507852,16468.7876664147,187500.0,86789.96852516754,39785.52398509073,51908.32786659335
5768,55659.59878678308,75852.61176259659,-2111.904574859688,15843.162339110657,59756.96411811878,53957.06641162234,46790.51599389505,14612.65410335709,-159090.64222462682,-187500.02235174447,61733.66299076832,16451.576823184114,187500.0,86975.33154193539,39769.76600524975,52060.02915621152
5769,55721.15549101299,75850.17542245095,-2059.7579550454566,15901.38863341673,59748.31399301458,54000.853479010286,46804.19526150171,14601.925266018545,-159301.3074161181,-187500.02235174447,61704.40455727632,16469.10059083707,187500.0,86845.49025839452,39780.83011875512,51893.21808734157
5770,55706.38098792804,75856.8585940431,-2096.3030572298835,15858.51798755145,59765.36837403398,53959.882731423706,46795.58983988641,14613.07878650174,-159273.65830822688,-187500.02235174447,61758.00404048015,16450.861567361542,187500.0,87067.42072909126,39768.44725232688,52119.9541830962
5771,55737.248747020814,75855.89746903151,-2088.323484459339,15898.751127571004,59741.56376618907,53987.59889454829,46802.27301147855,14501.096546780653,-159484.12233401803,-187500.02235174447,61704.44926076523,16472.87803565002,187500.0,86939.30052987344,39784.31699089015,51892.81575594137
5772,55717.534508411234,75853.32701841915,-2100.549888676392,15853.75706598247,59746.972888347256,53944.84000740528,46788.28081944952,14639.163272281085,-159502.1601917935,-187500.02235174447,61758.78635153608,16449.118131294028,187500.0,87162.9744366377,39766.32383660362,52136.78504667104
5773,55740.08741856664,75851.11419571808,-2081.416795422649,15893.453764135094,59746.88348136944,53982.68151076812,46802.27301147855,14431.47086280237,-159708.98088323843,-187500.02235174447,61687.2607692791,16465.099628579574,187500.0,87029.82509491744,39785.05459845717,51868.78763065191
5774,55740.91443311149,75853.5058323748,-2051.554864830359,15856.953365439578,59752.4043622499,53952.12667609772,46794.02521777454,14704.09508992375,-159719.53090662134,-187500.02235174447,61746.96227871923,16439.886860833987,187500.0,87245.07239402203,39774.370464607535,52152.11834336738
5775,55745.362430258094,75856.16568996498,-2050.996071218976,15888.536380354928,59754.84070239553,53990.705787027575,46804.26231673507,14411.108423603586,-159899.7977256534,-187500.02235174447,61667.92651032526,16465.345497768583,187500.0,87141.82968638297,39796.72220906284,51882.8468779143
